CODE_POSTAL,VILLE,PAYS,LAT,LON
67400,ILLKIRCH GRAFFENSTADEN,FRANCE,48.52854,7.711011
,IMMENSTAAD,ALLEMAGNE,47.6655273,9.3641307
,INDORE,INDIA,22.7195687,75.8577258
,IOANNINA,GRECE,39.6650288,20.8537466
,IRWINDALE,UNITED STATES,34.1069527,-117.9353413
92130,ISSY LES MOULINEAUX,FRANCE,48.8245306,2.2743419
92136,ISSY LES MOULINEAUX,FRANCE,48.8245306,2.2743419
92445,ISSY LES MOULINEAUX,FRANCE,48.8245306,2.2743419
92782,ISSY LES MOULINEAUX,FRANCE,48.8245306,2.2743419
92136,ISSY LES MOULINEAUX CEDEX,FRANCE,48.8245306,2.2743419
92444,ISSY LES MOULINEAUX CEDEX,FRANCE,48.8245306,2.2743419
92863,ISSY LES MOULINEAUX CEDEX 9,FRANCE,48.8237852,2.2575807
92130,ISSY-LES-MOULINEAUX,FRANCE,48.8245306,2.2743419
,ISTANBUL,TURKEY,41.0082376,28.9783589
94200,IVRY SUR SEINE,FRANCE,48.813055,2.38822
94200,IVRY-SUR-SEINE,FRANCE,48.813055,2.38822
12220,JAKARTA,INDONESIE,-6.2087634,106.845599
35150,JANZE,FRANCE,47.959272,-1.498302
,JL ROTTERDAM,PAYS-BAS,52.359591,4.880162
89300,JOIGNY,FRANCE,47.981432,3.398961
94340,JOINVILLE LE PONT,FRANCE,48.821267,2.472043
94340,JOINVILLE-LE-PONT,FRANCE,48.821267,2.472043
37300,JOUÉ LÈS TOURS,FRANCE,47.351861,0.6613099
95280,JOUY LE MOUTIER,FRANCE,49.015695,2.047209
78354,JOUY-EN-JOSAS,FRANCE,48.764545,2.169007
95280,JOUY-LE-MOUTIER,FRANCE,49.015695,2.047209
6160,JUAN LES PINS,FRANCE,43.5691905,7.1123854
6160,JUAN-LES-PINS,FRANCE,43.5691905,7.1123854
65290,JUILLAN,FRANCE,43.2020539,0.022854
,JUNIN,ARGENTINA,-34.5885499,-60.949554
95280,JUOY LE MOUTIER,FRANCE,49.015695,2.047209
64110,JURANCON,FRANCE,43.287723,-0.390892
,KARLSRUHE,ALLEMAGNE,49.0068901,8.4036527
29860,KERSAINT-PLABENNEC,FRANCE,48.472186,-4.373712
,KOLBUSZOWA,POLAND,50.24417,21.77627
,KORBA,TUNISIE,36.580109,10.862119
,KRIVYI RIH,UKRAINE,47.910483,33.391783
,KUALA LUMPUR,MALAISIE,3.139003,101.686855
17137,L HOUMEAU,FRANCE,46.192722,-1.186318
31240,L UNION,FRANCE,43.657315,1.483893
78720,LA CELLE LES BORDES,FRANCE,48.636718,1.952697
78170,LA CELLE ST CLOUD,FRANCE,48.849766,2.132504
60520,LA CHAPELLE EN SERVAL,FRANCE,49.1275959,2.53451
13600,LA CIOTAT,FRANCE,43.173653,5.605155
79260,LA CRECHE,FRANCE,46.362313,-0.300911
92088,LA DÉFENSE CEDEX,FRANCE,48.8897359,2.2418428
92075,LA DEFENSE,FRANCE,48.8897359,2.2418428
92055,LA DEFENSE CEDEX,FRANCE,48.8897359,2.2418428
92095,LA DEFENSE CEDEX,FRANCE,48.8897359,2.2418428
98049,LA DEFENSE CEDEX,FRANCE,48.8897359,2.2418428
92250,LA GARENNE COLOMBE,FRANCE,48.906535,2.244085
92250,LA GARENNE COLOMBES,FRANCE,48.906535,2.244085
92250,LA GARENNE-COLOMBES,FRANCE,48.906535,2.244085
59110,LA MADELEINE,FRANCE,50.654836,3.073511
37390,LA MEMBROLLE SUR CHOISILLE,FRANCE,47.437707,0.638748
13821,LA PENNE SUR HUVEAUNE,FRANCE,43.282215,5.5156349
93210,LA PLAINE SAINT DENIS,FRANCE,48.9122322,2.3614119
93210,LA PLAINE SAINT DENIS CEDEX,FRANCE,48.9122322,2.3614119
93212,LA PLAINE SAINT DENIS CEDEX,FRANCE,48.9122322,2.3614119
94510,LA QUEUE EN BRIE,FRANCE,48.790857,2.5754929
85000,LA ROCHE SUR YON,FRANCE,46.670511,-1.426442
17000,LA ROCHELLE,FRANCE,46.160329,-1.151139
77000,LA ROCHETTE,FRANCE,45.459423,6.1166219
83500,LA SEYNE SUR MER,FRANCE,43.102976,5.878219
33260,LA TESTE,FRANCE,44.631077,-1.148224
38700,LA TRONCHE,FRANCE,45.205168,5.737805
94210,LA VARENNE SAINT HILAIRE,FRANCE,48.7947427,2.5163743
64320,LÉE,FRANCE,43.291864,-0.297399
31670,LABEGE,FRANCE,43.5367334,1.5280556
31760,LABEGE,FRANCE,43.5367334,1.5280556
77400,LAGNY SUR MARNE,FRANCE,48.87296,2.713016
13113,LAMANON,FRANCE,43.701368,5.084911
59130,LAMBERSART,FRANCE,50.652468,3.026676
13680,LANCON DE PROVENCE,FRANCE,43.591912,5.126824
29800,LANDERNEAU,FRANCE,48.450821,-4.248437
22360,LANGUEUX,FRANCE,48.494183,-2.714449
2000,LAON,FRANCE,49.564133,3.61989
65220,LAPEYRE,FRANCE,43.322621,0.33811
34970,LATTES,FRANCE,43.567296,3.896473
31180,LAUNAGUET,FRANCE,43.674268,1.456733
,LAUSANNE,SUISSE,46.5196535,6.6322734
13117,LAVÉRA,FRANCE,43.388073,5.030569
84330,LE BARROUX,FRANCE,44.137269,5.099823
17580,LE BOIS PLAGE,FRANCE,46.186424,-1.392017
66160,LE BOULOU,FRANCE,42.523836,2.8326349
32350,LE BROUILH MONBERT,FRANCE,43.665959,0.393196
78150,LE CHESNAY,FRANCE,48.825415,2.130544
33185,LE HAILLAN,FRANCE,44.873167,-0.677914
33187,LE HAILLAN CEDEX,FRANCE,44.873167,-0.677914
76620,LE HAVRE,FRANCE,49.49437,0.107929
94270,LE KREMLIN-BICÊTRE,FRANCE,48.810108,2.356972
72000,LE MANS,FRANCE,48.00611,0.199556
78600,LE MESNIL LE ROI,FRANCE,48.924857,2.123343
78230,LE PECQ,FRANCE,48.897267,2.106434
78610,LE PERRAY,FRANCE,48.696146,1.847679
78610,LE PERRAY EN YVELINES,FRANCE,48.696146,1.847679
94170,LE PERREUX-SUR-MARNE,FRANCE,48.841386,2.504038
33290,LE PIAN MÉDOC,FRANCE,44.954999,-0.670218
60330,LE PLESSIS BELLEVILLE,FRANCE,49.100689,2.755865
95130,LE PLESSIS BOUCHARD,FRANCE,49.003807,2.234035
92350,LE PLESSIS ROBINSON,FRANCE,48.780426,2.266257
92358,LE PLESSIS-ROBINSON CEDEX,FRANCE,48.780426,2.266257
43000,LE PUY EN VELAY,FRANCE,45.042768,3.882936
29480,LE RELECQ KERHUON,FRANCE,48.406325,-4.39258
35650,LE RHEU,FRANCE,48.101097,-1.795384
97231,LE ROBERT - MARTINIQUE,FRANCE,14.6769019,-60.9452794
33550,LE TOURNE,FRANCE,44.710956,-0.402461
38660,LE TOUVET,FRANCE,45.358854,5.950642
78110,LE VÉSINET,FRANCE,48.894198,2.134716
78110,LE VESINET,FRANCE,48.894198,2.134716
,LEBANON,LIBAN,33.854721,35.862285
64320,LEE,FRANCE,43.291864,-0.297399
,LEIRIA,PORTUGAL,39.7495331,-8.807683
30133,LES ANGLES,FRANCE,42.5772819,2.073585
78340,LES CLAYES SOUS BOIS,FRANCE,48.82342,1.976374
93260,LES LILAS,FRANCE,48.881935,2.419452
75350,LES LOGES EN JOSAS,FRANCE,48.764287,2.140358
78130,LES MUREAUX,FRANCE,48.990181,1.912178
78133,LES MUREAUX CEDEX,FRANCE,48.990181,1.912178
64230,LESCAR,FRANCE,43.333177,-0.434402
,LEUDELANGE,LUXEMBOURG,49.5658269,6.0578061
92300,LEVALLOIS,FRANCE,48.893217,2.287864
92300,LEVALLOIS PERRET,FRANCE,48.893217,2.287864
92309,LEVALLOIS PERRET,FRANCE,48.893217,2.287864
92593,LEVALLOIS PERRET CEDEX,FRANCE,48.893217,2.287864
92300,LEVALLOIS-PERRET,FRANCE,48.893217,2.287864
92301,LEVALLOIS-PERRET CEDEX,FRANCE,48.893217,2.287864
33500,LIBOURNE,FRANCE,44.912998,-0.243985
,LIBREVILLE,GABON,0.4161976,9.4672676
,LIEGE,BELGIQUE,50.6325574,5.5796662
59000,LILLE,FRANCE,50.62925,3.057256
59020,LILLE,FRANCE,50.62925,3.057256
59045,LILLE,FRANCE,50.62925,3.057256
59700,LILLE,FRANCE,50.62925,3.057256
59043,LILLE CEDEX,FRANCE,50.62925,3.057256
,LIMA,PEROU,-12.0463731,-77.042754
78520,LIMAY,FRANCE,48.992181,1.735384
94450,LIMEIL BRÉVANNES,FRANCE,48.7461849,2.492154
94450,LIMEIL BREVANNES,FRANCE,48.7461849,2.492154
87000,LIMOGES,FRANCE,45.833619,1.261105
,LISBOA,PORTUGAL,38.7222524,-9.1393366
,LISBON,PORTUGAL,38.7222524,-9.1393366
95290,L'ISLE ADAM,FRANCE,49.112288,2.217872
38080,L'ISLE D'ABEAU,FRANCE,45.623157,5.2301149
95290,L'ISLE-ADAM,FRANCE,49.112288,2.217872
91090,LISSES,FRANCE,48.597094,2.425046
,LIVANGE,LUXEMBOURG,49.52943,6.11884
,LODZ,POLAND,51.7592485,19.4559833
59182,LOFFRE,FRANCE,50.35407,3.17189
,LOMÉ,TOGO,6.1256261,1.2254183
59160,LOMME,FRANCE,50.6464173,2.9853856
,LONDON,UNITED KINGDOM,51.5073509,-0.1277583
,LONDON,UK,51.5073509,-0.1277583
,LONDON,ROYAUME-UNI,51.5073509,-0.1277583
,LONDON,ANGLETERRE,51.5073509,-0.1277583
,LONDON,ENGLAND,51.5073509,-0.1277583
,LONDON - E14 5HQ,ANGLETERRE,51.505644,-0.0174091
,LONDRES,ANGLETERRE,51.5073509,-0.1277583
,LONDRES,UNITED KINGDOM,51.5073509,-0.1277583
95450,LONGUESSE,FRANCE,49.062112,1.926149
64140,LONS,FRANCE,43.315739,-0.411051
56100,LORIENT,FRANCE,47.7482524,-3.3702449
,LOT,BE,50.773366,4.267942
22700,LOUANNEC,FRANCE,48.794593,-3.413004
65100,LOURDES,FRANCE,43.091463,-0.045726
78430,LOUVECIENNES,FRANCE,48.86189,2.112527
85400,LUÇON,FRANCE,46.454772,-1.167062
,LUXEMBOURG,LUXEMBOURG,49.611621,6.1319346
,LUXEMBOURG CITY,LUXEMBOURG,49.611621,6.1319346
95270,LUZARCHES,FRANCE,49.112677,2.421995
38200,LUZINAY,FRANCE,45.587509,4.9620689
,LYNGE,DANEMARK,55.8410507,12.2827589
69001,LYON,FRANCE,45.764043,4.835659
69002,LYON,FRANCE,45.764043,4.835659
69003,LYON,FRANCE,45.764043,4.835659
69004,LYON,FRANCE,45.764043,4.835659
69006,LYON,FRANCE,45.764043,4.835659
69007,LYON,FRANCE,45.764043,4.835659
69008,LYON,FRANCE,45.764043,4.835659
69009,LYON,FRANCE,45.764043,4.835659
69372,LYON,FRANCE,45.764043,4.835659
69003,LYON 3EME ARRONDISSEMENT,FRANCE,45.75826,4.855387
69456,LYON CEDEX 6,FRANCE,45.7850013,4.8546238
30340,MÉJANNES LES ALÉS,FRANCE,44.100383,4.154572
95540,MÉRY SUR OISE,FRANCE,49.064451,2.184997
71000,MACON,FRANCE,46.306806,4.830967
,MADRID,ESPANA,40.4167754,-3.7037902
95420,MAGNY EN VEXIN,FRANCE,49.1517259,1.787148
89100,MAILLOT,FRANCE,48.177976,3.30622
28130,MAINTENON,FRANCE,48.58715,1.57774
8140,MAIRY,FRANCE,49.648499,5.047979
94700,MAISONS ALFORT,FRANCE,48.801148,2.429443
78600,MAISONS LAFFITTE,FRANCE,48.947545,2.1423899
94700,MAISONS-ALFORT,FRANCE,48.801148,2.429443
78600,MAISONS-LAFFITTE,FRANCE,48.947545,2.1423899
57283,MAIZIERES-LES-METZ CEDEX,FRANCE,49.2102519,6.160064
92240,MALAKOFF,FRANCE,48.817275,2.2977599
,MANOUBAH,TUNISIE,36.8093284,10.0863269
78200,MANTES LA JOLIE,FRANCE,48.989323,1.714958
78711,MANTES LA VILLE,FRANCE,48.978154,1.713371
59159,MARCOING,FRANCE,50.121636,3.172462
95580,MARGENCY,FRANCE,49.002062,2.28818
13725,MARIGNANE CEDEX,FRANCE,43.4212739,5.218332
95640,MARINES,FRANCE,49.145308,1.980396
77610,MARLES-EN-BRIE,FRANCE,48.728161,2.879155
57155,MARLY,FRANCE,48.868389,2.097727
78160,MARLY LE ROI,FRANCE,48.868389,2.097727
78160,MARLY-LE-ROI,FRANCE,48.868389,2.097727
94440,MAROLLES EN BRIE,FRANCE,48.73421,2.551714
,MARRAKECH,MAROC,31.6294723,-7.9810845
13002,MARSEILLE,FRANCE,43.296482,5.36978
13004,MARSEILLE,FRANCE,43.296482,5.36978
13008,MARSEILLE,FRANCE,43.296482,5.36978
13009,MARSEILLE,FRANCE,43.296482,5.36978
13011,MARSEILLE,FRANCE,43.296482,5.36978
13012,MARSEILLE,FRANCE,43.296482,5.36978
13013,MARSEILLE,FRANCE,43.296482,5.36978
13014,MARSEILLE,FRANCE,43.296482,5.36978
13015,MARSEILLE,FRANCE,43.296482,5.36978
13381,MARSEILLE,FRANCE,43.296482,5.36978
13453,MARSEILLE,FRANCE,43.296482,5.36978
,MARTIGNY,SUISSE,46.1049798,7.0755334
,MASCOT,AUSTRALIA,-33.9291,151.18793
91300,MASSY,FRANCE,48.730756,2.27137
91300,MASSY,FRANCE,48.730756,2.27137
14920,MATHIEU,FRANCE,49.255496,-0.373351
59600,MAUBEUGE,FRANCE,50.280228,3.9674
64160,MAUCOR,FRANCE,43.35495,-0.277872
34130,MAUGUIO,FRANCE,43.6154409,4.010165
78580,MAULE,FRANCE,48.90909,1.849601
78780,MAURECOURT,FRANCE,48.996211,2.06347
78310,MAUREPAS,FRANCE,48.763451,1.940787
64110,MAZERES LEZONS,FRANCE,43.276305,-0.3548239
77100,MEAUX,FRANCE,48.9562018,2.8884657
,MEKNES,MAROC,33.8730164,-5.5407299
77000,MELUN,FRANCE,48.542105,2.6554
95180,MENUCOURT,FRANCE,49.024581,1.98347
95630,MERIEL,FRANCE,49.076769,2.206177
33700,MERIGNAC,FRANCE,44.8448769,-0.656358
60110,MERU,FRANCE,49.236009,2.13544
95540,MERY SUR OISE,FRANCE,49.064451,2.184997
57000,METZ,FRANCE,49.1193089,6.1757156
57070,METZ,FRANCE,49.1193089,6.1757156
57072,METZ CEDEX 3,FRANCE,49.1193089,6.1757156
92190,MEUDON,FRANCE,48.812995,2.23847
92366,MEUDON LA FORET CEDEX,FRANCE,48.7874732,2.2274853
78250,MEULAN,FRANCE,49.008107,1.916319
,MEXICO,MEXIQUE,19.4326077,-99.133208
38240,MEYLAN,FRANCE,45.209786,5.777628
74440,MIEUSSY,FRANCE,46.133933,6.524324
13140,MIRAMAS,FRANCE,43.588896,5.002136
32300,MIRANDE,FRANCE,43.516823,0.403639
34110,MIREVAL,FRANCE,43.508417,3.802455
17780,MOËZE,FRANCE,45.910503,-1.037033
98000,MONACO,FRANCE,43.7400718,7.4266436
,MONACO,MONACO,43.7384176,7.4246158
,MONS,BELGIQUE,50.4542408,3.956659
76130,MONT SAINT-AIGNAN,FRANCE,49.459778,1.079798
64121,MONTARDON,FRANCE,43.36846,-0.346729
82000,MONTAUBAN,FRANCE,44.0221252,1.3529599
38330,MONTBONNOT SAINT MARTIN,FRANCE,45.22538,5.801707
31310,MONTBRUN-BOCAGE,FRANCE,43.127905,1.2679069
40000,MONT-DE-MARSAN,FRANCE,43.893485,-0.499782
,MONT-DORE,NOUVELLE-CALEDONIE,-22.262617,166.565345
78360,MONTESSON,FRANCE,48.908587,2.149777
78490,MONTFORT L'AMAURY,FRANCE,48.772563,1.815425
91230,MONTGERON,FRANCE,48.703859,2.4604529
78180,MONTIGNY LE BRETONNEUX,FRANCE,48.7738734,2.0360157
95370,MONTIGNY LES CORMEILLES,FRANCE,48.987412,2.187929
95370,MONTIGNY-LÈS-CORMEILLES,FRANCE,48.987412,2.187929
78180,MONTIGNY-LE-BRETONNEUX,FRANCE,48.7738734,2.0360157
57950,MONTIGNY-LES-MONTIGNY,FRANCE,49.099256,6.149155
91310,MONTLHERY,FRANCE,48.638324,2.271502
95680,MONTLIGNON,FRANCE,49.016234,2.290857
3100,MONTLUCON,FRANCE,46.3415466,2.6019912
95360,MONTMAGNY,FRANCE,48.970556,2.343447
95160,MONTMORENCY,FRANCE,48.989714,2.321154
3150,MONTOLDRE,FRANCE,46.332826,3.448705
34070,MONTPELLIER,FRANCE,43.610769,3.876716
34080,MONTPELLIER,FRANCE,43.610769,3.876716
34077,MONTPELLIER CEDEX 3,FRANCE,43.5781683,3.8747736
34184,MONTPELLIER CEDEX 4,FRANCE,43.610769,3.876716
,MONTRÉAL,CANADA,45.5016889,-73.567256
,MONTRÉAL,QUÉBEC,45.5016889,-73.567256
,MONTRÉAL  QC,CANADA,45.5016889,-73.567256
,MONTREAL,CANADA,45.5016889,-73.567256
,MONTREAL (QUEBEC),CANADA,45.5016889,-73.567256
93100,MONTREUIL,FRANCE,48.863812,2.448451
93108,MONTREUIL CEDEX,FRANCE,48.863812,2.448451
93100,MONTREUIL-SOUS-BOIS,FRANCE,48.863812,2.448451
92120,MONTROUGE,FRANCE,48.816363,2.317384
95541,MONTROUGE,FRANCE,48.816363,2.317384
92127,MONTROUGE CEDEX,FRANCE,48.816363,2.317384
,MONT-SUR-MARCHIENNE,BELGIQUE,50.3886584,4.405458
27150,MORGNY,FRANCE,49.382342,1.589601
,MOUNTAIN VIEW,ETATS-UNIS,37.3860517,-122.0838511
,MOUNTAIN VIEW  CA,ETATS UNIS,37.3860517,-122.0838511
68100,MULHOUSE,FRANCE,47.750839,7.335888
,MUNCHEN,ALLEMAGNE,48.1351253,11.5819805
67450,MUNDOLSHEIM,FRANCE,48.6434829,7.7144412
,MUNICH,ALLEMAGNE,48.1351253,11.5819805
,NABEUL,TUNISIE,36.4512893,10.7356634
54000,NANCY,FRANCE,48.691807,6.183741
74380,NANGY,FRANCE,46.153703,6.308034
,NANJING,CHINE,32.060255,118.796877
92000,NANTERRE,FRANCE,48.892423,2.215331
92016,NANTERRE,FRANCE,48.892423,2.215331
92200,NANTERRE,FRANCE,48.892423,2.215331
92000,NANTERRE CEDEX,FRANCE,48.892423,2.215331
92005,NANTERRE CEDEX,FRANCE,48.892423,2.215331
92017,NANTERRE CEDEX,FRANCE,48.892423,2.215331
92022,NANTERRE CEDEX,FRANCE,48.892423,2.215331
92728,NANTERRE CEDEX,FRANCE,48.892423,2.215331
44000,NANTES,FRANCE,47.218371,-1.553621
44100,NANTES,FRANCE,47.218371,-1.553621
44323,NANTES CEDEX 3,FRANCE,47.239706,-1.55595
79400,NANTEUIL,FRANCE,46.411593,-0.172909
64450,NAVAILLES-ANGOS,FRANCE,43.413443,-0.34172
95690,NESLES LA VALLEE,FRANCE,49.128845,2.169665
,NETANVA,ISRAEL,32.321458,34.853196
92200,NEUILLY,FRANCE,48.884831,2.26851
93360,NEUILLY PLAISANCE,FRANCE,48.865205,2.509142
92200,NEUILLY SUR SEINE,FRANCE,48.884831,2.26851
92205,NEUILLY SUR SEINE,FRANCE,48.884831,2.26851
92521,NEUILLY SUR SEINE,FRANCE,48.884831,2.26851
92523,NEUILLY SUR SEINE,FRANCE,48.884831,2.26851
92525,NEUILLY SUR SEINE,FRANCE,48.884831,2.26851
92208,NEUILLY SUR SEINE CEDEX,FRANCE,48.884831,2.26851
92522,NEUILLY SUR SEINE CEDEX,FRANCE,48.884831,2.26851
93330,NEUILLY-SUR-MARNE,FRANCE,48.856898,2.528373
92200,NEUILLY-SUR-SEINE,FRANCE,48.884831,2.26851
95000,NEUVILLE,FRANCE,49.016961,2.063568
95000,NEUVILLE SUR OISE,FRANCE,49.017179,2.063418
95015,NEUVILLE SUR OISE,FRANCE,49.017179,2.063418
95000,NEUVILLE-SUR-OISE,FRANCE,49.017179,2.063418
,NEW YORK,US,40.7127753,-74.0059728
6000,NICE,FRANCE,43.7101728,7.2619532
6200,NICE,FRANCE,43.7101728,7.2619532
6205,NICE CEDEX 3,FRANCE,43.708656,7.1896452
17137,NIEUL SUR MER,FRANCE,46.206687,-1.1635089
30900,NIMES,FRANCE,43.836699,4.360054
30035,NIMES CEDEX 01,FRANCE,43.836699,4.360054
79000,NIORT,FRANCE,46.323716,-0.464777
94130,NOGENT SUR MARNE,FRANCE,48.837631,2.481699
93160,NOISY LE GRAND,FRANCE,48.848579,2.55261
93881,NOISY LE GRAND,FRANCE,48.848579,2.55261
78590,NOISY LE ROI,FRANCE,48.843815,2.064579
78590,NOISY-LE-ROI,FRANCE,48.843815,2.064579
37390,NOTRE DAME D'OÉ,FRANCE,47.457142,0.707757
86340,NOUAILLE MAUPERTUIS,FRANCE,46.5024643,0.4127503
64420,NOUSTY,FRANCE,43.267379,-0.209713
,NOVOSIBIRSK,RUSSIE,55.0083526,82.9357327
64400,OLORON SAINTE MARIE,FRANCE,43.194413,-0.605292
78630,ORGEVAL,FRANCE,48.918524,1.96978
45000,ORLEANS,FRANCE,47.901933,1.907782
45100,ORLEANS,FRANCE,47.902964,1.909251
45043,ORLEANS CEDEX 1,FRANCE,47.902964,1.909251
94396,ORLY AEROGARE CEDEX,FRANCE,48.7262433,2.3652472
94490,ORMESSON SUR MARNE,FRANCE,48.785694,2.541046
91400,ORSAY,FRANCE,48.697161,2.189617
91405,ORSAY,FRANCE,48.697161,2.189617
64300,ORTHEZ,FRANCE,43.48756,-0.7739279
44700,ORVAULT,FRANCE,47.274344,-1.619405
,OSAKA,JAPAN,34.6937249,135.5022535
,OSAKA,JAPON,34.6937249,135.5022535
,OSAKA PREFECTURE,JAPAN,34.6413315,135.5629394
95520,OSNY,FRANCE,49.069751,2.062293
64160,OUILLON,FRANCE,43.320512,-0.224915
91120,PALAISEAU,FRANCE,48.714509,2.245748
,PAMPLEMOUSSES,ILE MAURICE,-20.1136008,57.575926
93500,PANTIN,FRANCE,48.894533,2.40963
,PAPEETE,POLYNESIE FRANCAISE,-17.5516251,-149.5584758
,PAPEETE,TAHITI,-17.5516251,-149.5584758
,PAPEETE,POLYNÉSIE FRANÇAISE,-17.5516251,-149.5584758
91551,PARAY-VIELLE-POSTE CEDEX,FRANCE,48.7129143,2.3629838
72250,PARIGNE L'EVEQUE,FRANCE,47.937377,0.367055
75001,PARIS,FRANCE,48.856614,2.3522219
75002,PARIS,FRANCE,48.856614,2.3522219
75003,PARIS,FRANCE,48.856614,2.3522219
75004,PARIS,FRANCE,48.856614,2.3522219
75005,PARIS,FRANCE,48.856614,2.3522219
75006,PARIS,FRANCE,48.856614,2.3522219
75007,PARIS,FRANCE,48.856614,2.3522219
75008,PARIS,FRANCE,48.856614,2.3522219
75009,PARIS,FRANCE,48.856614,2.3522219
75010,PARIS,FRANCE,48.856614,2.3522219
75011,PARIS,FRANCE,48.856614,2.3522219
75012,PARIS,FRANCE,48.856614,2.3522219
75013,PARIS,FRANCE,48.856614,2.3522219
75014,PARIS,FRANCE,48.856614,2.3522219
75015,PARIS,FRANCE,48.856614,2.3522219
75016,PARIS,FRANCE,48.856614,2.3522219
75017,PARIS,FRANCE,48.856614,2.3522219
75018,PARIS,FRANCE,48.856614,2.3522219
75019,PARIS,FRANCE,48.856614,2.3522219
75020,PARIS,FRANCE,48.856614,2.3522219
75116,PARIS,FRANCE,48.856614,2.3522219
75356,PARIS,FRANCE,48.856614,2.3522219
75357,PARIS,FRANCE,48.856614,2.3522219
75512,PARIS,FRANCE,48.856614,2.3522219
75732,PARIS,FRANCE,48.856614,2.3522219
75784,PARIS,FRANCE,48.856614,2.3522219
75800,PARIS,FRANCE,48.856614,2.3522219
94854,PARIS,FRANCE,48.856614,2.3522219
75002,PARIS 02EME ARRONDISSEMENT,FRANCE,48.8675641,2.34399
75008,PARIS 08EME ARRONDISSEMENT,FRANCE,48.8718722,2.3176432
75009,PARIS 09EME ARRONDISSEMENT,FRANCE,48.8790183,2.3379063
75010,PARIS 10EME ARRONDISSEMENT,FRANCE,48.8785618,2.3603689
75011,PARIS 11EME ARRONDISSEME,FRANCE,48.857993,2.381153
75011,PARIS 11EME ARRONDISSEMENT,FRANCE,48.857993,2.381153
75013,PARIS 13EME ARRONDISSEMENT,FRANCE,48.830759,2.359204
75014,PARIS 14EME ARRONDISSEMENT,FRANCE,48.8314408,2.3255684
75015,PARIS 15EME ARRONDISSEME,FRANCE,48.8421616,2.2927665
75016,PARIS 16EME ARRONDISSEME,FRANCE,48.8585799,2.2847017
75019,PARIS 19EME ARRONDISSEMENT,FRANCE,48.8823761,2.3822917
75020,PARIS 20EME ARRONDISSEMENT,FRANCE,48.8599825,2.4066412
